type,product_internal_id,product_sku,product_name,product_price,product_compare_to_price,product_is_inventory_tracked,product_quantity,product_quantity_out_of_stock_behaviour,product_low_stock_notification_quantity,product_quantity_minimum_allowed_for_purchase,product_quantity_maximum_allowed_for_purchase,product_is_available,product_media_main_image_url,product_media_main_image_alt,product_media_gallery_image_url_1,product_media_gallery_image_alt_1,product_media_gallery_image_url_2,product_media_gallery_image_alt_2,product_description,product_category_1,product_category_2,product_category_3,product_is_featured,product_is_featured_order_by,product_brand,product_upc,product_weight,product_is_shipping_required,product_length,product_width,product_height,product_shipping_preparation_time_for_shipping_in_days,product_shipping_preparation_time_for_pickup_in_minutes,product_shipping_preparation_time_for_local_delivery_in_minutes,product_shipping_preparation_time_for_preorders_in_days,product_shipping_show_delivery_date_on_the_product_page,product_tax_class_code,product_seo_title,product_seo_description,product_related_item_ids,product_related_item_skus,product_related_items_random,product_related_items_random_category,product_related_items_random_number_of_items,product_custom_price_enabled,product_subscription_enabled,product_subscription_one_time_purchase_enabled,product_subscription_one_time_purchase_price,product_subscription_price_with_signup_fee,product_subscription_recurring_interval,product_subscription_recurring_interval_count,product_google_product_category_code,product_option_name,product_option_type,product_option_is_required,product_option_value,product_option_markup,product_option_is_default_option_selection,category_internal_id,category_path,category_is_available,category_description,category_seo_title,category_seo_description,category_image,category_image_alt,category_order_by,source_store_id,url
product,00055,55,【黑武士氣炸鍋】 Arlink 6.5L 自動翻攪熱流超導氣炸鍋EC-990 ,7980.0000,,,,,,,,,,,,,,,"<p><strong>描述</strong></p>
<p>【可視窗口】不掀蓋直接看食材，超方便
【拆卸式攪拌棒】 全自動均勻翻攪，懶人必備
【6.5 L】 超大容量，超夠用
【好清洗】 內建防噴油網設計，好清洗
【國家認證】BSMI安全有保障，3年保固業界最長

1、 自動攪拌健康免油6.5L大容量
2、 智慧溫控器，安全又省電
3、 第四代不沾塗層更好清洗
4、 主機原廠三年保固
5、 通過各項國家認證
6、 自動翻攪透明視窗不占空間
7、 真正實現不動手的懶人鍋
8、 一機多功能，烘.烤.煎.炸
9、 電源線超長1.5米</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00056,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00057,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00058,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00059,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00060,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00061,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00062,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00063,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00064,64,台灣 限量 Mr. Smart 小紫UV殺菌除蟎吸塵器   (有附贈2入過濾耗材),3980.0000,,,,,,,,,,,,,,,"<p><strong>描述</strong></p>
<p>台灣 限量 Mr. Smart 小紫UV殺菌除蟎吸塵器


 

床單、床墊、枕頭、沙發、床簾，甚至外套、衣物等紡織品

全都是蟎蟲的生活圈，無所不在。「塵璊」是造成過敏好發的原因之一，是肉眼看不到的，可能引發打噴嚏、流鼻涕、鼻塞等過敏症狀。無形中健康受到影響，又不可能每周要洗床單那些

 

洗的時候還必須讓水溫達到55度以上超過十分鐘的時間

想到就覺得手軟。

 

這時後有國家認證的(red arrow right)小紫UV殺菌除蹣吸塵器來把關

一切沒問題，No problem

 

現在所有的材料都是達到環保要求

從07年歐盟有要求後，即特別重視

外觀塑料件除了底座是PP

其他都是ABS材質

五個步驟，輕鬆有效除蹣

(拍) 一分鐘5000次高頻拍打

深入床墊、被褥，拍落細菌、病毒、塵螨等微小粒子，埋藏在紡織品裡的塵螨，也能一一被震出來。

(殺) UV-C長效型優化紫外線燈管，1次有效消除細菌病毒。

(吸) 集中吸塵，杜絕過敏根源，一次網羅灰塵、塵螨、塵螨卵

(淨) HEPA濾網阻隔過敏原，空氣更清新。

(烘) 尾部55度熱風，熱敷除濕，進行2次消毒抑菌，真正殺死塵螨。

 

符合人體工學手柄，重量輕，小巧好收納

可反覆水洗濾網、集塵盒，環保又方便

(建議使用5-6次清洗濾網，用滿10次後直街更換濾網)

 

HEPA濾網

建議使用5-6次清洗濾網，用滿10次後直街更換濾網，避免多次水洗導致破損，造成異物入侵馬達致使損壞，清洗後須""完全曬乾""才能使用。</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00065,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00066,66,LIDAK美國筋膜按摩槍【最新款】  ,3990.0000,,,,,,,,,,,,,,,"<p><strong>描述</strong></p>
<p>【商品特色】
真正的30檔超強震動，帶給你不同的新體驗
多核智能芯片，有效降噪、提高速度，升級更爽
便利觸控面板，可簡單調整段數，簡單使用更輕鬆
讓疲勞不再上身，緩解痠痛還可順便健身

六種按摩頭，全身都適用，可隨時更換放鬆全身各種酸痛不適呦
✯ 球型頭 ▸ 用於大肌肉群，手臂、腰背、臀部、大小腿
✯ U型頭 ▸ 用於脊椎旁，頸部、脊椎、跟腱處
✯ 扁平頭 ▸ 放鬆肌肉部位，全身有肌肉的部位都適用
✯ 氣塞頭 ▸ 全身骨骼都適用
✯ 圓柱頭 ▸ 衝擊深層組織，經絡、關節、手掌、足底
✯ 小平頭 ▸ 適合雕刻肌肉，腹部腹肌的肌肉線條雕刻

顯示檔次：共30檔 顯示電量*滿電是99 減檔鍵 啟動/暫停鍵 加檔鍵
肩部肌群15s~20s*3次
胸部肌群30s*1次
背部肌群30s~60s*3次
臀部肌群30s~60s*4次
下肢肌群20s~30s*3次

注意事項
❶ 使用中，請勿觸摸、按壓按摩頭。
❷ 請勿直接衝擊關節，按摩槍只適用肌肉組織，如果直接按摩關節，等同於用石頭敲關節，容易造成關節損傷。
❸有些部位絕對禁止使用，例如：頸脖、胸腹腔、液窩等肌肉厚度較薄的部位。
❹ 不是時間越長，就越有效，同一部位使用時間請在1分以內，請勿使用過度。
❺ 嬰幼兒、未成年、孕婦、配戴起博器、骨折、體內有金屬物者，皆請勿使用。
產地：中國</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00067,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00068,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00069,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00070,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00071,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00072,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00073,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00074,74,台灣 限量 Mr. Smart 小紫UV殺菌除蟎吸塵器【再加購一組6入濾網】下單區,4580.0000,,,,,,,,,,,,,,,"<p><strong>描述</strong></p>
<p>台灣 限量 Mr. Smart 小紫UV殺菌除蟎吸塵器


 

床單、床墊、枕頭、沙發、床簾，甚至外套、衣物等紡織品

全都是蟎蟲的生活圈，無所不在。「塵璊」是造成過敏好發的原因之一，是肉眼看不到的，可能引發打噴嚏、流鼻涕、鼻塞等過敏症狀。無形中健康受到影響，又不可能每周要洗床單那些

 

洗的時候還必須讓水溫達到55度以上超過十分鐘的時間

想到就覺得手軟。

 

這時後有國家認證的(red arrow right)小紫UV殺菌除蹣吸塵器來把關

一切沒問題，No problem

 

現在所有的材料都是達到環保要求

從07年歐盟有要求後，即特別重視

外觀塑料件除了底座是PP

其他都是ABS材質

五個步驟，輕鬆有效除蹣

(拍) 一分鐘5000次高頻拍打

深入床墊、被褥，拍落細菌、病毒、塵螨等微小粒子，埋藏在紡織品裡的塵螨，也能一一被震出來。

(殺) UV-C長效型優化紫外線燈管，1次有效消除細菌病毒。

(吸) 集中吸塵，杜絕過敏根源，一次網羅灰塵、塵螨、塵螨卵

(淨) HEPA濾網阻隔過敏原，空氣更清新。

(烘) 尾部55度熱風，熱敷除濕，進行2次消毒抑菌，真正殺死塵螨。

 

符合人體工學手柄，重量輕，小巧好收納

可反覆水洗濾網、集塵盒，環保又方便

(建議使用5-6次清洗濾網，用滿10次後直街更換濾網)

 

HEPA濾網

建議使用5-6次清洗濾網，用滿10次後直街更換濾網，避免多次水洗導致破損，造成異物入侵馬達致使損壞，清洗後須""完全曬乾""才能使用。</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00075,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00076,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00077,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00078,78,台灣 限量 Mr. Smart 小紫UV殺菌除蟎濾網【只購濾網下單區】(一組6入),990.0000,,,,,,,,,,,,,,,"<p><strong>描述</strong></p>
<p>台灣 限量 Mr. Smart 小紫UV殺菌除蟎吸塵器


 

床單、床墊、枕頭、沙發、床簾，甚至外套、衣物等紡織品

全都是蟎蟲的生活圈，無所不在。「塵璊」是造成過敏好發的原因之一，是肉眼看不到的，可能引發打噴嚏、流鼻涕、鼻塞等過敏症狀。無形中健康受到影響，又不可能每周要洗床單那些

 

洗的時候還必須讓水溫達到55度以上超過十分鐘的時間

想到就覺得手軟。

 

這時後有國家認證的(red arrow right)小紫UV殺菌除蹣吸塵器來把關

一切沒問題，No problem

 

現在所有的材料都是達到環保要求

從07年歐盟有要求後，即特別重視

外觀塑料件除了底座是PP

其他都是ABS材質

五個步驟，輕鬆有效除蹣

(拍) 一分鐘5000次高頻拍打

深入床墊、被褥，拍落細菌、病毒、塵螨等微小粒子，埋藏在紡織品裡的塵螨，也能一一被震出來。

(殺) UV-C長效型優化紫外線燈管，1次有效消除細菌病毒。

(吸) 集中吸塵，杜絕過敏根源，一次網羅灰塵、塵螨、塵螨卵

(淨) HEPA濾網阻隔過敏原，空氣更清新。

(烘) 尾部55度熱風，熱敷除濕，進行2次消毒抑菌，真正殺死塵螨。

 

符合人體工學手柄，重量輕，小巧好收納

可反覆水洗濾網、集塵盒，環保又方便

(建議使用5-6次清洗濾網，用滿10次後直街更換濾網)

 

HEPA濾網

建議使用5-6次清洗濾網，用滿10次後直街更換濾網，避免多次水洗導致破損，造成異物入侵馬達致使損壞，清洗後須""完全曬乾""才能使用。</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00079,79,光觸媒兩用捕蚊燈+電蚊拍(1組2入),1299.0000,,,,,,,,,,,,,,,"<p><strong>描述</strong></p>
<p>商品特色：

底座設計，可當捕蚊燈
三層防護網
柔而不素，優雅輕奢設計
是滅蚊拍也是捕蚊燈，一拍兩用
滅蚊安全又高效

商品規格：
顏色：黑色/白色 功率：5W 鋰電池：1200mAh 
商品尺寸:49.63*18.55*3.75cm 
商品包裝:50.5*19.5*4.5cm 重量:約550g 材質:ABS</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00080,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00081,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00082,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00083,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00084,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00085,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00086,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00087,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00088,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00089,89,【2020最新】UPROS  純淨版安博電視盒,4980.0000,,,,,,,,,,,,,,,"<p><strong>描述</strong></p>
<p>商品特色
支持5G的UPROS 終於面世了，U-PRO 安博盒子UPRO S台灣版藍芽智慧電視盒，電視盒的時代真的來臨了！每個月繳錢給第四台業者又沒什麼節目可以看？上網追劇找不到片源，一台優質電視盒解決您所有煩惱，安博網絡高清機上盒新2019年六月版火爆上市，UPROS限量搶先上市，睽違已久的硬體大改版來了，三大升級一次滿足你。一堆免費網站被封，沒得追劇，安博讓你在疫情追劇不卡住。

(*)安博X9 PRO S 2G+32G升級限定版 
(*)原廠內建越獄功能，不再受限地區限制
(*)使用Andorid7.0 軟體更相容更順暢
(*)硬體提升記憶體1G→2G 內存16G→32G
(*)網路晶片升級成 ""雙頻無線WIFI""，WIFI協定多一種2.4G->2.4G/5G雙頻
(*)全新介面優化</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00090,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00091,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00092,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00093,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00094,94,四邊燈麻將桌專用燈,5500.0000,,,,,,,,,,,,,,,"<p><strong>描述</strong></p>
<p>【商品特色】
說到麻將是大家不可缺少的休閒娛樂，但是在抽位的時候肯定會有人座到燈光偏暗的位子上，一下漏碰,一下看錯牌,或者每張都要問打甚麼，四邊燈麻將桌專用燈就是來解決這個煩惱，人性化設計，可旋轉折疊，方便收納，也可伸縮調節，適用一般麻將桌跟電動麻將桌，從此不用再擔心胡不到牌，視力變好了，運氣也跟著來，以後就可以把把都自摸了。
(*)照明無死角、低能耗環保照明
(*)防眩暈
(*)緩解眼部疲勞
(*)眼睛的守護使者
(*)娛樂氛圍更舒適
(*)12V電流適配器
(*)五星級安全指數
(*)超薄設計(1cm厚)
(*)不搖晃可折疊設計
採用LED方式照明，耗電力低節省能源，使用壽命長。
最新式全方位的照明讓您無光線死角，給您一個最舒適的視覺享受。
贏家麻將燈，除了既有的頂燈外，設計了最新式的LED四方框燈，
讓每位使用者不會因為頂燈與麻將間的照射角度造成光線陰影，
底部LED四方框燈還能依照桌面大小調整。

全新品，為維護消費者權益，除嚴重瑕疵外，一經拆封恕不接受退換貨，無法接受者請千萬不要下單，謝謝！</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00095,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00096,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00097,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00098,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00099,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,00100,100,台灣 限量 Mr. Smart 小紫UV殺菌除蟎吸塵器優惠組合【再一組6入濾網】下單區,4580.0000,,,,,,,,,,,,,,,"<p><strong>描述</strong></p>
<p>台灣 限量 Mr. Smart 小紫UV殺菌除蟎吸塵器


 

床單、床墊、枕頭、沙發、床簾，甚至外套、衣物等紡織品

全都是蟎蟲的生活圈，無所不在。「塵璊」是造成過敏好發的原因之一，是肉眼看不到的，可能引發打噴嚏、流鼻涕、鼻塞等過敏症狀。無形中健康受到影響，又不可能每周要洗床單那些

 

洗的時候還必須讓水溫達到55度以上超過十分鐘的時間

想到就覺得手軟。

 

這時後有國家認證的(red arrow right)小紫UV殺菌除蹣吸塵器來把關

一切沒問題，No problem

 

現在所有的材料都是達到環保要求

從07年歐盟有要求後，即特別重視

外觀塑料件除了底座是PP

其他都是ABS材質

五個步驟，輕鬆有效除蹣

(拍) 一分鐘5000次高頻拍打

深入床墊、被褥，拍落細菌、病毒、塵螨等微小粒子，埋藏在紡織品裡的塵螨，也能一一被震出來。

(殺) UV-C長效型優化紫外線燈管，1次有效消除細菌病毒。

(吸) 集中吸塵，杜絕過敏根源，一次網羅灰塵、塵螨、塵螨卵

(淨) HEPA濾網阻隔過敏原，空氣更清新。

(烘) 尾部55度熱風，熱敷除濕，進行2次消毒抑菌，真正殺死塵螨。

 

符合人體工學手柄，重量輕，小巧好收納

可反覆水洗濾網、集塵盒，環保又方便

(建議使用5-6次清洗濾網，用滿10次後直街更換濾網)

 

HEPA濾網

建議使用5-6次清洗濾網，用滿10次後直街更換濾網，避免多次水洗導致破損，造成異物入侵馬達致使損壞，清洗後須""完全曬乾""才能使用。</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
